epoch,train_loss,val_loss
1,1.541582612104194,1.2135856639255176
2,0.8259987054869186,0.9992015524344011
3,0.6580317470916482,1.1009395664388484
4,0.5432848791743434,0.6711426458575509
5,0.4311470853727917,0.5831118849190798
6,0.42341467807459277,0.5029097280719064
7,0.38813546161318935,0.4789205708286979
8,0.3546992484913316,0.5030412159182809
9,0.34380578509596893,0.46780549396168103
10,0.3372715167527975,0.4515358426354148
11,0.3489236734634222,0.4595557288690047
12,0.3701405875211538,0.5290118726817045
13,0.3652724180110665,0.5779134360226718
14,0.36236614820569063,0.64722510359504
15,0.36236221152682635,0.5154327614740892
16,0.3367992736572443,0.49615577405149286
17,0.33386278880196946,0.45516610687429254
18,0.3194107454876567,0.5214307850057428
19,0.3086226738469545,0.42474098097194324
20,0.290086456162985,0.40385484966364776
21,0.2726955635603084,0.4024447947740555
22,0.26844378127608187,0.395719590512189
23,0.26944451207338377,0.3894013193520633
24,0.26391053165114203,0.4113141758875413
25,0.2630485403676366,0.3812719258395108
26,0.2597717739814936,0.36741014502265235
27,0.24797858055247818,0.37378080595623364
28,0.25387888419073684,0.36469562216238544
29,0.24598749085914257,0.3652956729585474
30,0.24601010389106218,0.3658694882284511
31,0.24244317828222764,0.36209049820899963
32,0.25299823665341664,0.38287635960362176
33,0.2672148440466371,0.7134403640573675
34,0.27912451222885487,0.3919916125861081
35,0.26504022125587906,0.3935120864347978
36,0.25977007490257886,0.3952208174900575
37,0.2573556598535804,0.3548705279827118
38,0.24294358283974404,0.3596608760682019
39,0.2457413673400879,0.4772855720736764
40,0.2433886992376904,0.3769160387190906
41,0.24525379753390023,0.37201700698245654
42,0.24094141777171646,0.38685920157215814
43,0.23578963342101075,0.37067464806816797
44,0.2338989917622056,0.3889084526083686
45,0.23027368860189304,0.3661586113951423
46,0.22889843236568364,0.3515998843041333
47,0.22650233534879463,0.3670844110575589
48,0.2361476878787196,0.34777004474943335
49,0.23443427266076552,0.36203206262805243
50,0.22401220576707706,0.35506778819994494
51,0.22680452743241952,0.3595511547543786
52,0.22576080054737802,0.34809418429027905
53,0.22900171023468638,0.35358855670148676
54,0.2256882395162139,0.35847301239317114
55,0.22389644834884379,0.3516452041539279
56,0.23000606998454692,0.3400540853088552
57,0.22201051615005316,0.3439767902547663
58,0.22397054523922677,0.3531223874200474
59,0.2190469825683638,0.3478487608107654
60,0.22004384530145069,0.34169425341216003
61,0.2179171533085579,0.34253840148448944
62,0.2168300137963406,0.3414336862889203
63,0.2197400678035825,0.3414118533784693
64,0.21707281816837398,0.33912932872772217
65,0.21892380125300828,0.33796765316616406
66,0.21858094043509904,0.34079039096832275
67,0.2186279234498046,0.33803969621658325
68,0.21839381927667662,0.3450093147429553
69,0.218890109727549,0.33357746628197754
70,0.21737961713657822,0.33954717354340985
71,0.21749476533989573,0.33717478947205975
72,0.2220970939758212,0.35113653540611267
73,0.22742696314357047,0.3539296713742343
74,0.22964467350826706,0.42853009565310046
75,0.22817724111468293,0.367624049836939
76,0.2315536740907403,0.3528613123026761
77,0.22568302757518235,0.6025557368993759
78,0.22284229688866194,0.3552390933036804
79,0.22037096564159836,0.3444198275154287
80,0.2219537032205005,0.34393263269554486
81,0.22092321792314218,0.3246335021474145
82,0.22731904442920242,0.3707424659620632
83,0.22300198570240376,0.3232902071692727
84,0.22274203425229983,0.32062127779830585
85,0.22455208072828692,0.3305154226043008
86,0.21883534102938895,0.3455427207730033
87,0.2230557432008344,0.3326877545226704
88,0.2162567567686702,0.3537219667976553
89,0.2200635986965756,0.3251860195940191
90,0.21373082212237424,0.3615990335291082
91,0.21975044559600743,0.35080563751134003
92,0.21687111778314724,0.36842388998378406
93,0.21681495530660763,0.44204451685602014
94,0.2201084844594778,663416.1508328576
95,0.2188255027976147,0.36891415037892084
96,0.22063382663006006,0.345960641449148
97,0.22222763507865195,0.37301781231706793
98,0.21859914549561435,0.32579205388372595
99,0.21509881144346193,0.32851926711472595
