epoch,train_loss,val_loss
1,0.5580061497166753,0.49661832861602306
2,0.465652241371572,0.41485493443906307
3,0.3969123475253582,0.3855921160429716
4,0.3563424930907786,0.33545631542801857
5,0.3378575029782951,0.3035236317664385
6,0.31367153907194734,0.30107222218066454
7,0.3106261808425188,0.32301453221589327
8,0.29228864051401615,0.28991788532584906
9,0.2754374542273581,0.2904471969231963
10,0.28352460265159607,0.28624548576772213
11,0.2694598452653736,0.2914210148155689
12,0.2786989111918956,0.29347534477710724
13,0.2762697860598564,0.2989366268739104
14,0.2642890776041895,0.2811428774148226
15,0.27103809057734907,0.2877212893217802
16,0.25814691884443164,0.3042728202417493
17,0.25259766494855285,0.2901066346094012
18,0.24354590335860848,0.2865466382354498
19,0.23460474028252065,0.27028499636799097
20,0.2339286005590111,0.2825845228508115
21,0.23011778900399804,0.2795553598552942
22,0.22440869454294443,0.27981180138885975
23,0.2283845969941467,0.2751751244068146
24,0.22794754756614566,0.2824991550296545
25,0.22786379186436534,0.2789699323475361
26,0.2211769106797874,0.27699535991996527
27,0.2265311316587031,0.2745816009119153
28,0.2230019352864474,0.2739110430702567
29,0.22846563905477524,0.28888928703963757
30,0.22170016914606094,0.2721360009163618
31,0.22860712674446404,0.2718395618721843
32,0.22719981288537383,0.27350088488310575
33,0.22900561848655343,0.2875853702425957
34,0.22677443083375692,0.29029873199760914
