epoch,train_loss,val_loss
1,0.5568806249648333,0.4557741228491068
2,0.4236940126866102,0.4092723075300455
3,0.38999824644997716,0.3472588397562504
4,0.34921565977856517,0.32400494161993265
5,0.3292366920504719,0.325913374312222
6,0.31352647114545107,0.30737048853188753
7,0.3041235350538045,0.301234420388937
8,0.29561327933333814,0.29759635403752327
9,0.28560688137076795,0.2945478092879057
10,0.28350856387987733,0.29779169615358114
11,0.2762753728311509,0.29731475096195936
12,0.2761981254443526,0.2998554864898324
13,0.2609290359541774,0.3038421683013439
14,0.2544891822617501,0.3003570921719074
15,0.2622721688821912,0.31206439435482025
16,0.24620165210217237,0.308159789070487
17,0.25893265940248966,0.31062562856823206
18,0.24304165435023606,0.2989865569397807
19,0.24218099564313889,0.31201591342687607
20,0.23600456328131258,0.29875114466995
21,0.24088036944158375,0.2943325089290738
22,0.23534141783602536,0.3069330146536231
23,0.23280178173445165,0.2953411443158984
24,0.23441086313687265,0.2883369131013751
25,0.22715543769299984,0.2931160321459174
26,0.23204760695807636,0.2912868820130825
27,0.22229796811006963,0.2893371880054474
28,0.2320963793899864,0.2917856965214014
29,0.22708893287926912,0.2907210374251008
30,0.2269677787553519,0.29938219487667084
31,0.22717171581462026,0.2920168964192271
32,0.22822114848531783,0.29039318300783634
33,0.22583103156648576,0.28733390755951405
34,0.22813915135338902,0.2873064177110791
35,0.23387700133025646,0.2771156542003155
36,0.2298359472770244,0.2880085725337267
37,0.2327295544091612,0.274441946297884
38,0.23153791367076337,0.27504582796245813
39,0.2230476976837963,0.2905290313065052
40,0.22976302239112556,0.2791027668863535
41,0.22686311649158597,0.28795475140213966
42,0.22552783088758588,0.29025723692029715
43,0.22093745530582964,0.28773783426731825
44,0.2258250406011939,0.2962466813623905
45,0.22008756082504988,0.2883683806285262
46,0.21955224918201566,0.285460383631289
47,0.22789418674074113,0.27634545788168907
48,0.2142196053173393,0.27725760638713837
49,0.2130436315201223,0.27027585729956627
50,0.21545544057153165,0.2787065887823701
51,0.21132624172605574,0.2711436403915286
52,0.20955172297544777,0.2689758902415633
53,0.2105513853020966,0.2686149962246418
54,0.2094398378394544,0.2683313116431236
55,0.20903251599520445,0.26715539768338203
56,0.21342076756991446,0.27373647037893534
57,0.20903549646027386,0.27039455715566874
58,0.2102325262967497,0.27444342989474535
59,0.20667959214188159,0.2668444234877825
60,0.20683396607637405,0.26399534568190575
61,0.20781409298069775,0.26670397631824017
62,0.20867879898287356,0.2652646619826555
63,0.20992148527875543,0.26078210677951574
64,0.20930147031322122,0.2690188195556402
65,0.21003687614575028,0.27146423421800137
66,0.20702181779779494,0.2620403962209821
67,0.2077968791127205,0.2642383435741067
68,0.20700351195409894,0.26483949460089207
69,0.21163425710983574,0.26863128785043955
70,0.20732435723766685,0.2683522365987301
71,0.20954850176349282,0.26232796628028154
72,0.20939469733275473,0.26777522545307875
73,0.2201755754649639,0.28226575069129467
74,0.2134594009257853,0.2763097919523716
75,0.21136154630221426,0.2820485942065716
76,0.21650788257829845,0.2824448114261031
77,0.2093573969323188,0.27435178589075804
78,0.21366706350818276,0.27854420617222786
