epoch,train_loss,val_loss
1,0.8135297467123788,0.8161697770868029
2,0.6284962594509125,0.5573744475841522
3,0.606261817351827,0.5590254813432693
4,0.549187865459694,0.4695012313979013
5,0.4836516841402594,0.4293931892939976
6,0.4703084556561596,0.47128542086907793
7,0.4060711478287319,0.4270057146038328
8,0.39753001759637074,0.4025399908423424
9,0.33177933715424446,0.3575316071510315
10,0.32030185438551995,0.36357577464410235
11,0.30350410657108956,0.3575382786137717
12,0.36974667828038055,0.4333667244229998
13,0.3693307016818029,0.4063929574830191
14,0.33349432360451176,0.36012170889547895
15,0.3215497782770193,0.3700037875345775
16,0.2960461976955522,0.37932809655155453
17,0.2821267415892403,0.3485202576432909
18,0.27576409111607747,0.35948932277304785
19,0.26819981241001273,0.32687408689941677
20,0.2386525683807877,0.3538708931633404
21,0.2422989660276557,0.39451638822044643
22,0.25393215440354255,0.3429236092737743
23,0.23063111333352215,0.3141683701957975
24,0.21941565145861427,0.3600697038429124
25,0.20942652422302174,0.35067567974328995
26,0.20750770788147765,0.3576896371585982
27,0.20498249581399955,0.3462559463722365
28,0.2022705154036576,0.35726008670670645
29,0.2056502266874853,0.37667036588702885
30,0.2032279113553605,0.365387607898031
31,0.20334108230077996,0.36391670789037434
32,0.21737176798424632,0.3683327596102442
33,0.2744924510424992,0.374247177370957
34,0.26274586258069527,0.3710116924984114
35,0.27993726477308095,0.33914926115955624
36,0.2902321531525198,0.3407228333609445
37,0.24202292792077335,0.4099783013973917
38,0.2541742007125099,0.36430672981909346
